V0;V1;V2a;V2b;V3a;V3b;V4a;V4b;V4c;V5a;V5b;V5c;V6;V7;V8;V9;V10a;V10b;V11a;V11b;V11c;V12a;V12b;V13a;V13b;V14a;V14b;V15a;V15b;V16a;V16b;V17;V18;V19
NUI1473;Brasília;Brasília;Grupo 1;II-19-M1;3 - sde - siturb - Ocupações Informais-SEDUH/DF;13;CADUNICO;2020;2;NA;NA;4;3;2;2;3;NA;0;NA;NA;3;Risco 5 - Erosão;1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1472;Brasília;Brasília;Grupo 1;II-17-M1;3 - sde - siturb - Ocupações Informais-SEDUH/DF;10;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;4;3;2;2;3;NA;0;NA;NA;3;Risco 4 - Erosão;1;-;3;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;3;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1471;Brasília;Brasília;Grupo 1;II-16-M1;3 - sde - siturb - Ocupações Informais-SEDUH/DF;12;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;4;3;2;2;3;NA;0;NA;NA;2;NA;1;-;3;NA;3;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1470;Brasília;Brasília;Grupo 1;Recanto do Jaburu/Acampamento EBE;3 - sde - siturb - Ocupações Informais-SEDUH/DF;89;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;4;3;3;2;1;NA;0;NA;NA;2;NA;1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;3;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 51 a 99
NUI1460;Brasília;Brasília;Grupo 1;Vista Bela PICAG 4/492 e 4/493;"3 - PDOT - 2009 (PUI); GEOPORTAL - GDF; diagnóstico e mapa geral dos parcelamentos (2006).";297;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;1;2;3;NA;0;NA;NA;3;Risco 5 - Erosão (30%);1;-;1;NA;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 100 a 700
NUI1671;Brasília;Brasília;Grupo 1;XXI-10-M6;3 - sde - siturb - Ocupações Informais-SEDUH/DF;14;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;1;NA;NA;3;3;2;2;1;NA;0;NA;NA;2;NA;1;-;2;NA;4;NA;3;NA;2;"Déficit de drenagem pluvial, iluminação pública e pavimentação; esgotamento por fossa.";até 50
NUI1458;Brasília;Brasília;Grupo 1;Residencial Vitória;"3 - PDOT - 2009 (PUI); GEOPORTAL - GDF; diagnóstico e mapa geral dos parcelamentos (2006).";125;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;1;2;3;NA;0;NA;NA;3;Risco 4 - Erosão;1;-;1;NA;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 100 a 700
NUI1461;Brasília;Brasília;Grupo 1;Incra 9;3 - PUI/SEDUH/DF;190;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;1;2;3;NA;0;NA;NA;2;NA;1;-;1;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;4;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 100 a 700
NUI1672;Brasília;Brasília;Grupo 1;Expansão Quadra 13 Park Way;3 - sde - siturb - Ocupações Informais-SEDUH/DF;25;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;3;Risco 5 - Erosão (20%);1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;3;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1675;Brasília;Brasília;Grupo 1;Setor de Inflamáveis;3 - sde - siturb - Ocupações Informais-SEDUH/DF;339;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;3;Pontos de alagamentos;1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 100 a 700
NUI1670;Brasília;Brasília;Grupo 1;Expansão CAUB I;3 - sde - siturb - Ocupações Informais-SEDUH/DF;6;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;4;3;1;2;3;NA;0;NA;NA;3;Pontos de alagamentos;1;-;2;NA;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1673;Brasília;Brasília;Grupo 1;Coqueiro;3 - sde - siturb - Ocupações Informais-SEDUH/DF;67;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;3;3;2;2;3;NA;0;NA;NA;3;Risco 5 - Erosão (90%);1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 51 a 99
NUI1468;Brasília;Brasília;Grupo 1;Residencial Bonsucesso - RA São Sebastião;3 - GEOPORTAL - GDF (Novas Áreas Especiais de Interesse social);170;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;3;1;3;NA;1;IPEA;imagem de satélite;3;Risco 5 - Erosão (5%);1;-;2;NA;4;Predominam lotes indefinidos, com uma parte com alta ocupação (difícil identificar a divisão entre os lotes);1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 100 a 700
NUI1455;Brasília;Brasília;Grupo 1;Privê Morada Norte;"3 - PDOT - 2009 (PUI); GEOPORTAL - GDF; diagnóstico e mapa geral dos parcelamentos (2006).";175;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;1;2;3;NA;1;FBDS;NA;2;NA;1;-;1;NA;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 100 a 700
NUI1466;Brasília;Brasília;Grupo 1;ARIS Vargem Bonita - RA XXIV  Park Way;"3 - Portal da Regularização - GDF; GEOPORTAL - GDF (Novas Áreas Especiais de Interesse social)";100;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;3;2;3;NA;0;NA;NA;3;Risco 4 - Erosão (80%);1;-;1;NA;1;NA;1;NA;2;Déficit de drenagem pluvial e esgotamento por fossa.;de 100 a 700
NUI1469;Brasília;Brasília;Grupo 1;Vila Cultural 913 sul;3 - sde - siturb - Ocupações Informais-SEDUH/DF;37;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;4;3;3;2;3;NA;0;NA;NA;2;NA;1;-;3;NA;3;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1456;Brasília;Brasília;Grupo 1;Privê Rancho Paraíso;"3 - PDOT - 2009 (PUI); GEOPORTAL - GDF; diagnóstico e mapa geral dos parcelamentos (2006).";240;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;1;2;1;NA;0;NA;NA;2;NA;1;-;1;NA;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 100 a 700
NUI1459;Brasília;Brasília;Grupo 1;Serra Verde;"3 - PDOT - 2009 (PUI); GEOPORTAL - GDF; diagnóstico e mapa geral dos parcelamentos (2006).";31;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;1;2;3;NA;0;NA;NA;3;Risco 4 - Erosão (10%);1;-;1;NA;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1454;Brasília;Brasília;Grupo 1;PICAG 3/372;"3 - PDOT - 2009 (PUI); GEOPORTAL - GDF; diagnóstico e mapa geral dos parcelamentos (2006).";120;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;1;2;3;NA;1;IPEA;imagem de satélite;3;Risco 4 - Erosão (10%) e Risco 5 - Erosão (50%);1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 100 a 700
NUI1457;Brasília;Brasília;Grupo 1;Quintas Amarante PICAG 4/491 4/492;"3 - PDOT - 2009 (PUI); GEOPORTAL - GDF; diagnóstico e mapa geral dos parcelamentos (2006).";191;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;1;2;3;NA;0;NA;NA;3;Risco 5 - Erosão (75%);1;-;1;NA;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 100 a 700
NUI1444;Brasília;Brasília;Grupo 1;Comunidade Lobeiral;"3 - PDOT - 2009 (PUI); GEOPORTAL - GDF; diagnóstico e mapa geral dos parcelamentos (2006).";52;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;1;2;3;NA;1;FBDS;NA;3;Risco 5 - Erosão (80%);1;-;3;NA;2;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 51 a 99
NUI1463;Brasília;Brasília;Grupo 1;Expansão da ARIS Mestre DArmas II - RA VI  Planaltina;"3 - Portal da Regularização - GDF; GEOPORTAL - GDF (Novas Áreas Especiais de Interesse social)";103;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;1;2;3;NA;0;NA;NA;3;Pontos de alagamentos;1;-;1;NA;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 100 a 700
NUI1442;Brasília;Brasília;Grupo 1;Comunidade Basevi;"3 - PDOT - 2009 (PUI); GEOPORTAL - GDF; diagnóstico e mapa geral dos parcelamentos (2006).";465;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;1;2;7;NA;1;IPEA;imagem de satélite;2;NA;1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 100 a 700
NUI1445;Brasília;Brasília;Grupo 1;COOPERFRUIT ( Proj. Mana I ) PICAG;"3 - PDOT - 2009 (PUI); GEOPORTAL - GDF; diagnóstico e mapa geral dos parcelamentos (2006).";76;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;1;2;3;NA;0;NA;NA;2;NA;1;-;1;NA;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 51 a 99
NUI1464;Brasília;Brasília;Grupo 1;ARIS Vila Roriz - RA II  Gama;"3 - Portal da Regularização - GDF; GEOPORTAL - GDF (Novas Áreas Especiais de Interesse social)";400;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;3;2;3;NA;0;NA;NA;2;NA;1;-;1;NA;1;NA;1;NA;1;Déficit de drenagem pluvial.;de 100 a 700
NUI1467;Brasília;Brasília;Grupo 1;ARIS Buritizinho - RA XXVI  Sobradinho II;"3 - Portal da Regularização - GDF; GEOPORTAL - GDF (Novas Áreas Especiais de Interesse social)";650;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;3;2;3;NA;0;NA;NA;2;NA;1;-;1;NA;1;NA;2;NA;2;Déficit de drenagem pluvial e esgotamento por fossa.;de 100 a 700
NUI1462;Brasília;Brasília;Grupo 1;ARIS Vila Operária do Torto - Ra XVIII  Lago Norte;"3 - Portal da Regularização - GDF; GEOPORTAL - GDF (Novas Áreas Especiais de Interesse social)";65;Censo IBGE;2010;2;NA;NA;4;3;1;2;1;NA;1;FBDS;NA;3;Risco 4 - Erosão (70%) e Risco 5 - Erosão (30%);1;-;2;NA;2;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 51 a 99
NUI1465;Brasília;Brasília;Grupo 1;ARIS QR 611 - RA XII  Samambaia;"3 - Portal da Regularização - GDF; GEOPORTAL - GDF (Novas Áreas Especiais de Interesse social)";90;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;3;2;3;NA;1;FBDS;NA;3;Risco 5 - Erosão (50%);1;-;1;NA;1;NA;1;NA;1;Déficit de drenagem pluvial.;de 51 a 99
NUI1453;Brasília;Brasília;Grupo 1;Parque Sol Nascente;"3 - PDOT - 2009 (PUI); GEOPORTAL - GDF; diagnóstico e mapa geral dos parcelamentos (2006).";182;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;1;2;8;NA;1;FBDS;NA;3;Risco 4 - Erosão (40%);1;-;1;NA;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 100 a 700
NUI1452;Brasília;Brasília;Grupo 1;Núcleo Urbano 8 INCRA 8;"3 - PDOT - 2009 (PUI); GEOPORTAL - GDF; diagnóstico e mapa geral dos parcelamentos (2006).";500;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;1;2;3;NA;0;NA;NA;2;NA;1;-;1;NA;1;NA;1;NA;1;NA;de 100 a 700
NUI1451;Brasília;Brasília;Grupo 1;Morada dos Pássaros;"3 - PDOT - 2009 (PUI); GEOPORTAL - GDF; diagnóstico e mapa geral dos parcelamentos (2006).";50;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;1;2;3;NA;0;NA;NA;2;NA;1;-;1;NA;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1450;Brasília;Brasília;Grupo 1;Las Vegas;"3 - PDOT - 2009 (PUI); GEOPORTAL - GDF; diagnóstico e mapa geral dos parcelamentos (2006).";2192;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;1;2;8;NA;1;FBDS;NA;3;Risco 5 - Erosão (50%);1;-;1;não implantado;1;-;4;NA;4;sem infraestrutura implantada;mais que 2.000
NUI1440;Brasília;Brasília;Grupo 1;Buritis / Adiel;"3 - PDOT - 2009 (PUI); GEOPORTAL - GDF; diagnóstico e mapa geral dos parcelamentos (2006).";76;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;1;2;6;NA;0;FBDS;menos de 1%;3;Risco 5 - Erosão (10%);1;-;1;NA;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 51 a 99
NUI1443;Brasília;Brasília;Grupo 1;Comunidade Boa Vista;"3 - PDOT - 2009 (PUI); GEOPORTAL - GDF; diagnóstico e mapa geral dos parcelamentos (2006).";215;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;2;1;2;3;NA;1;FBDS;NA;3;Risco 5 - Erosão (80%);1;-;3;NA;3;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 100 a 700
NUI1439;Brasília;Brasília;Grupo 1;Arrozal;"3 - PDOT - 2009 (PUI); GEOPORTAL - GDF; diagnóstico e mapa geral dos parcelamentos (2006).";167;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;3;1;2;3;NA;1;FBDS;NA;3;"Risco 5 - Erosão (50%); Pontos de alagamentos.";1;-;2;NA;2;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 100 a 700
NUI1441;Brasília;Brasília;Grupo 1;Chácaras do Pulador;"3 - PDOT - 2009 (PUI); GEOPORTAL - GDF; diagnóstico e mapa geral dos parcelamentos (2006).";250;"Google Earth (2021); Tabela SUPAR/DF (2006).";jan-21;2;NA;NA;4;2;2;2;3;NA;1;FBDS;NA;3;Risco 5 - Erosão (75%);1;-;3;NA;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 100 a 700
NUI1684;Brasília;Brasília;Grupo 1;Barreiros;3 - sde - siturb - Ocupações Informais-SEDUH/DF;99;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;4;3;1;2;3;NA;0;NA;NA;2;NA;1;-;3;NA;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 51 a 99
NUI1639;Brasília;Brasília;Grupo 1;Zumbi dos Palmares;3 - sde - siturb - Ocupações Informais-SEDUH/DF;30;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;3;1;2;2;3;NA;0;NA;NA;3;Risco 5 - Erosão;1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1682;Brasília;Brasília;Grupo 1;Morada Imperial;3 - sde - siturb - Ocupações Informais-SEDUH/DF;50;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;4;3;2;2;3;NA;1;FBDS;NA;3;Risco 5 - Erosão;1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1685;Brasília;Brasília;Grupo 1;João Candido - Expanão;3 - sde - siturb - Ocupações Informais-SEDUH/DF;15;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;3;3;2;2;3;NA;0;FBDS;menos de 1%;2;NA;1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;3;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1640;Brasília;Brasília;Grupo 1;XIV-08-M1;3 - sde - siturb - Ocupações Informais-SEDUH/DF;43;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;3;1;1;2;3;NA;0;NA;NA;3;Risco 5 - Erosão;1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1643;Brasília;Brasília;Grupo 1;XIV-11-M1;3 - sde - siturb - Ocupações Informais-SEDUH/DF;36;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;3;1;2;2;3;NA;0;NA;NA;3;Risco 5 - Erosão;1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1638;Brasília;Brasília;Grupo 1;XIV-05-M1;3 - sde - siturb - Ocupações Informais-SEDUH/DF;8;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;2;1;1;2;3;NA;1;IPEA;imagem de satélite;3;Risco 5 - Erosão;1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1641;Brasília;Brasília;Grupo 1;Zumbi dos Palmares;3 - sde - siturb - Ocupações Informais-SEDUH/DF;70;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;3;1;2;2;3;NA;0;NA;NA;3;Risco 5 - Erosão;1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 51 a 99
NUI1692;Brasília;Brasília;Grupo 1;Residencial Sítio Celeiro;3 - sde - siturb - Ocupações Informais-SEDUH/DF;16;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;3;3;1;2;1;NA;0;NA;NA;2;NA;1;-;1;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1679;Brasília;Brasília;Grupo 1;Altiplano Oeste CH. 157 ou 65;3 - sde - siturb - Ocupações Informais-SEDUH/DF;23;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;4;3;1;2;8;NA;0;NA;NA;2;NA;1;-;3;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;3;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1690;Brasília;Brasília;Grupo 1;XXVIII-06-M1;3 - sde - siturb - Ocupações Informais-SEDUH/DF;13;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;3;3;1;2;8;NA;1;FBDS;NA;3;Risco 5 - Erosão (75%);1;-;1;NA;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1693;Brasília;Brasília;Grupo 1;26 de setembro;3 - sde - siturb - Ocupações Informais-SEDUH/DF;1532;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;1;NA;NA;4;2;1;2;8;NA;1;IPEA;imagem de satélite;3;Risco 5 - Erosão (50%);1;-;2;NA;1;NA;2;NA;2;"Déficit de drenagem pluvial, iluminação pública e pavimentação; esgotamento por fossa.";de 701 a 2.000
NUI1680;Brasília;Brasília;Grupo 1;Altiplano Oeste Rua 18 CH. 689;3 - sde - siturb - Ocupações Informais-SEDUH/DF;40;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;4;3;1;2;8;NA;0;NA;NA;2;NA;1;-;2;NA;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1683;Brasília;Brasília;Grupo 1;Expansão ARIS Estrada do Sol - João Candido;3 - sde - siturb - Ocupações Informais-SEDUH/DF;46;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;4;3;2;2;3;NA;0;NA;NA;3;Risco 3 - Erosão (10%);1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1678;Brasília;Brasília;Grupo 1;Monte Alverne;3 - sde - siturb - Ocupações Informais-SEDUH/DF;13;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;4;3;3;2;3;NA;0;NA;NA;3;Risco 5 - Erosão;1;-;2;NA;3;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1681;Brasília;Brasília;Grupo 1;Boa Vista;3 - sde - siturb - Ocupações Informais-SEDUH/DF;21;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;3;3;1;2;3;NA;1;FBDS;NA;3;Risco 5 - Erosão;1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1668;Brasília;Brasília;Grupo 1;Colônia Agrícola Sucupira;3 - sde - siturb - Ocupações Informais-SEDUH/DF;43;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;3;3;2;2;3;NA;0;NA;NA;3;Pontos de alagamentos;1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1687;Brasília;Brasília;Grupo 1;XXVIII-01-M1;3 - sde - siturb - Ocupações Informais-SEDUH/DF;13;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;3;2;1;2;3;NA;0;NA;NA;2;NA;1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1666;Brasília;Brasília;Grupo 1;Residencial Recanto dos Pássaros;3 - sde - siturb - Ocupações Informais-SEDUH/DF;57;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;3;3;2;2;3;NA;0;NA;NA;3;Risco 5 - Erosão (20%);1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 51 a 99
NUI1669;Brasília;Brasília;Grupo 1;Condomínio Ipê Amarelo;3 - sde - siturb - Ocupações Informais-SEDUH/DF;10;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;3;3;2;2;3;NA;0;NA;NA;2;NA;1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1688;Brasília;Brasília;Grupo 1;XXVIII-04-M1;3 - sde - siturb - Ocupações Informais-SEDUH/DF;21;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;3;3;1;2;8;NA;0;NA;NA;2;NA;1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1691;Brasília;Brasília;Grupo 1;Condomínio Cooperville;3 - sde - siturb - Ocupações Informais-SEDUH/DF;112;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;3;2;1;2;1;NA;0;NA;NA;2;NA;1;-;1;NA;1;NA;1;NA;2;"Déficit de drenagem pluvial, iluminação pública e pavimentação; esgotamento por fossa.";de 100 a 700
NUI1686;Brasília;Brasília;Grupo 1;Condomínio Quintas Santa Bárbara;3 - sde - siturb - Ocupações Informais-SEDUH/DF;44;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;3;3;1;2;3;NA;0;NA;NA;2;NA;1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1689;Brasília;Brasília;Grupo 1;XXVIII-05-M1;3 - sde - siturb - Ocupações Informais-SEDUH/DF;13;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;3;2;1;2;8;NA;1;IPEA;imagem de satélite;3;Risco 5 - Erosão;1;-;2;Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";até 50
NUI1676;Brasília;Brasília;Grupo 1;Setor de Inflamáveis;3 - sde - siturb - Ocupações Informais-SEDUH/DF;116;sde - siturb - Ocupações Informais-SEDUH/DF;jan-21;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;3;Pontos de alagamentos;1;-;2;NA;1;NA;1;NA;2;"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";de 100 a 700
